club_name,club_name_roi,seasonal_advertising_equivalent_low_eur,seasonal_advertising_equivalent_base_eur,seasonal_advertising_equivalent_high_eur,tv_matches_available,tv_match_coverage_pct,tv_audience_sum,tv_aev_base_eur,predicted_sponsorship_eur_m,predicted_sponsorship_eur,total_media_value_base_eur,social_roi_proxy_pct,total_roi_absolute_proxy_eur,total_roi_proxy_pct,social_media_value_eur_m,tv_media_value_eur_m,total_media_value_eur_m,total_roi_absolute_proxy_eur_m,league_final,absolute_roi_eur_m,social_roi_pct,total_roi_pct,media_cost_coverage_pct,tv_methodology,tv_audience_fully_observed,pre_tv_ready,live_uk_tv_matches,tv_audience_proxy_avg_per_match,tv_audience_proxy_sum,tv_cpm_low_eur,tv_aev_low_eur,tv_cpm_base_eur,tv_cpm_high_eur,tv_aev_high_eur,total_media_value_low_eur,total_media_value_high_eur,total_roi_absolute_proxy_low_eur,total_roi_absolute_proxy_base_eur,total_roi_absolute_proxy_high_eur,total_roi_proxy_low_pct,total_roi_proxy_base_pct,total_roi_proxy_high_pct,total_media_cost_coverage_low_pct,total_media_cost_coverage_base_pct,total_media_cost_coverage_high_pct,absolute_roi_proxy_eur_m,tv_matches,tv_audience_source,tv_audience_metric,tv_audience_is_proxy,tv_broadcasters,stadium_capacity,total_attendance,average_attendance,attendance_utilization,tv_attendance_weight,tv_audience_proxy_avg_low_per_match,tv_audience_proxy_sum_low,tv_audience_proxy_avg_base_per_match,tv_audience_proxy_sum_base,tv_audience_proxy_avg_high_per_match,tv_audience_proxy_sum_high,tv_audience_is_observed,tv_proxy_method,tv_proxy_baseline_avg_viewers,tv_proxy_attendance_benchmark,tv_proxy_anchor_season,tv_target_season
Espanyol,Espanyol,600019.848,917642.772,1482436.62,,,,449920.0,27.86,27860000.0,1367562.772,-96.70623556353196,,,0.917642772,0.44992,1.367562772,,La Liga,-26.492437228,-96.70623556353196,-95.09130376166549,4.908696238334529,Club-level TV audience proxy calibrated to league average,False,True,,740000.0,28120000.0,14.0,393680.0,16.0,18.0,506160.0,993699.848,1988596.62,-26866300.152,-26492437.228,-25871403.38,-96.43323816223976,-95.09130376166549,-92.86218011486,3.5667618377602297,4.908696238334529,7.137819885139986,-26.492437228,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Getafe,Getafe,500441.76,751270.6399999999,1250496.4,,,,362368.0,16.82,16820000.0,1113638.64,-95.53346825208084,,,0.7512706399999999,0.362368,1.1136386399999998,,La Liga,-15.70636136,-95.53346825208084,-93.37908061831152,6.6209193816884655,Club-level TV audience proxy calibrated to league average,False,True,,596000.0,22648000.0,14.0,317072.0,16.0,18.0,407664.0,817513.76,1658160.4,-16002486.24,-15706361.36,-15161839.6,-95.13963281807372,-93.37908061831152,-90.14173365041616,4.860367181926279,6.6209193816884655,9.858266349583827,-15.70636136,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Girona,Girona,818183.048,1235301.5720000002,2037430.62,,,,392160.0,23.24,23240000.0,1627461.5720000002,-94.68458876075732,,,1.2353015720000002,0.39216,1.627461572,,La Liga,-21.612538428,-94.68458876075732,-92.99715330464716,7.002846695352841,Club-level TV audience proxy calibrated to league average,False,True,,645000.0,24510000.0,14.0,343140.0,16.0,18.0,441180.0,1161323.048,2478610.62,-22078676.952,-21612538.428,-20761389.38,-95.00291287435456,-92.99715330464716,-89.33472194492255,4.9970871256454386,7.002846695352841,10.665278055077453,-21.612538428,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Las Palmas,Las Palmas,680098.92,1044088.38,1676307.3,,,,521664.0,34.55242156982422,34552421.56982422,1565752.38,-96.97824831787814,,,1.04408838,0.521664,1.5657523800000002,,La Liga,-32.98666918982422,-96.97824831787814,-95.46847280490633,4.531527195093683,Club-level TV audience proxy calibrated to league average,False,True,,858000.0,32604000.0,14.0,456456.0,16.0,18.0,586872.0,1136554.92,2263179.3,-33415866.649824217,-32986669.18982422,-32289242.269824214,-96.71063598913544,-95.46847280490633,-93.45001248197173,3.289364010864556,4.531527195093683,6.549987518028287,-32.98666918982422,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Leganes,Leganes,307474.72,474018.08,755880.7999999999,,,,372096.0,29.656848907470703,29656848.907470703,846114.0800000001,-98.4016572985251,,,0.47401808,0.372096,0.8461140800000001,,La Liga,-28.810734827470704,-98.4016572985251,-97.14698590318926,2.8530140968107363,Club-level TV audience proxy calibrated to league average,False,True,,612000.0,23256000.0,14.0,325584.0,16.0,18.0,418608.0,633058.72,1174488.7999999998,-29023790.187470704,-28810734.827470705,-28482360.107470702,-97.86538778285198,-97.14698590318926,-96.0397383968054,2.134612217148024,2.8530140968107363,3.960261603194601,-28.810734827470704,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Mallorca,Mallorca,642373.128,973895.692,1595596.82,,,,384256.0,11.9,11900000.0,1358151.692,-91.81600258823528,,,0.973895692,0.384256,1.358151692,,La Liga,-10.541848308,-91.81600258823528,-88.58696057142858,11.41303942857143,Club-level TV audience proxy calibrated to league average,False,True,,632000.0,24016000.0,14.0,336224.0,16.0,18.0,432288.0,978597.128,2027884.82,-10921402.872,-10541848.308,-9872115.18,-91.77649472268908,-88.58696057142858,-82.95895109243698,8.223505277310924,11.41303942857143,17.041048907563024,-10.541848308,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Osasuna,Osasuna,557353.448,850964.172,1378449.62,,,,394592.0,18.47,18470000.0,1245556.172,-95.39272240389822,,,0.8509641720000001,0.394592,1.245556172,,La Liga,-17.224443828000002,-95.39272240389822,-93.2563282512182,6.743671748781808,Club-level TV audience proxy calibrated to league average,False,True,,649000.0,24662000.0,14.0,345268.0,16.0,18.0,443916.0,902621.448,1822365.62,-17567378.552,-17224443.828,-16647634.38,-95.11304034650786,-93.2563282512182,-90.13337509474825,4.886959653492149,6.743671748781808,9.86662490525176,-17.224443828000002,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Rayo Vallecano,Rayo Vallecano,194281.992,291945.488,485182.48,,,,464512.0,19.4,19400000.0,756457.488,-98.49512635051543,,,0.291945488,0.464512,0.756457488,,La Liga,-18.643542512,-98.49512635051543,-96.10073459793811,3.899265402061856,Club-level TV audience proxy calibrated to league average,False,True,,764000.0,29032000.0,14.0,406448.0,16.0,18.0,522576.0,600729.992,1007758.48,-18799270.008,-18643542.512,-18392241.52,-96.90345364948452,-96.10073459793811,-94.8053686597938,3.096546350515464,3.899265402061856,5.194631340206186,-18.643542512,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Real Betis,Real Betis,2724645.2,4133342.8,6765238.0,,,,445056.0,40.56,40560000.0,4578398.8,-89.80931262327417,,,4.133342799999999,0.445056,4.5783987999999995,,La Liga,-35.9816012,-89.80931262327417,-88.71203451676529,11.287965483234712,Club-level TV audience proxy calibrated to league average,False,True,,732000.0,27816000.0,14.0,389424.0,16.0,18.0,500688.0,3114069.2,7265926.0,-37445930.8,-35981601.2,-33294074.0,-92.32231459566074,-88.71203451676529,-82.08598126232741,7.67768540433925,11.287965483234712,17.914018737672585,-35.9816012,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Real Madrid,Real Madrid,78029574.06400001,117538361.09600002,194579935.16,,,,892544.0,187.75,187750000.0,118430905.09600002,-37.39634562130492,,,117.53836109600002,0.892544,118.43090509600002,,La Liga,-69.31909490399998,-37.39634562130492,-36.92095600745672,63.07904399254328,Club-level TV audience proxy calibrated to league average,False,True,,1468000.0,55784000.0,14.0,780976.0,16.0,18.0,1004112.0,78810550.06400001,195584047.16,-108939449.936,-69319094.90399998,7834047.159999996,-58.02367506577896,-36.92095600745672,4.172595025299598,41.97632493422104,63.07904399254328,104.1725950252996,-69.31909490399998,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Real Sociedad,Real Sociedad,1239986.8,1899980.2,3059967.0,,,,408576.0,29.81,29810000.0,2308556.2,-93.62636632002685,,,1.8999802,0.408576,2.3085562000000004,,La Liga,-27.5014438,-93.62636632002685,-92.25576585038576,7.744234149614224,Club-level TV audience proxy calibrated to league average,False,True,,672000.0,25536000.0,14.0,357504.0,16.0,18.0,459648.0,1597490.8,3519615.0,-28212509.2,-27501443.8,-26290385.0,-94.6410909090909,-92.25576585038576,-88.19317343173432,5.3589090909090915,7.744234149614224,11.806826568265684,-27.5014438,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Sevilla,Sevilla,2129390.952,3207234.4280000003,5310329.380000001,,,,662720.0,31.39,31390000.0,3869954.428,-89.78262367633005,,,3.2072344280000005,0.66272,3.869954428,,La Liga,-27.520045572,-89.78262367633005,-87.67137805670596,12.328621943294044,Club-level TV audience proxy calibrated to league average,False,True,,1090000.0,41420000.0,14.0,579880.0,16.0,18.0,745560.0,2709270.952,6055889.380000001,-28680729.048,-27520045.572,-25334110.619999997,-91.36899983434216,-87.67137805670596,-80.70758400764574,8.631000165657852,12.328621943294044,19.292415992354258,-27.520045572,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Valencia,Valencia,1351051.088,2039743.632,3364460.72,,,,382432.0,26.86,26860000.0,2422175.632,-92.40601775130304,,,2.039743632,0.382432,2.422175632,,La Liga,-24.437824368,-92.40601775130304,-90.98222028294862,9.01777971705138,Club-level TV audience proxy calibrated to league average,False,True,,629000.0,23902000.0,14.0,334628.0,16.0,18.0,430236.0,1685679.088,3794696.72,-25174320.912,-24437824.368,-23065303.28,-93.72420294862248,-90.98222028294862,-85.87231303052867,6.275797051377513,9.01777971705138,14.127686969471334,-24.437824368,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Valladolid,Valladolid,422712.456,640908.684,1049941.14,,,,331968.0,31.25800895690918,31258008.95690918,972876.684,-97.94961769675244,,,0.640908684,0.331968,0.972876684,,La Liga,-30.28513227290918,-97.94961769675244,-96.88759227965812,3.1124077203418876,Club-level TV audience proxy calibrated to league average,False,True,,546000.0,20748000.0,14.0,290472.0,16.0,18.0,373464.0,713184.456,1423405.14,-30544824.50090918,-30285132.27290918,-29834603.81690918,-97.71839448576792,-96.88759227965812,-95.44627061191824,2.281605514232089,3.1124077203418876,4.553729388081754,-30.28513227290918,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Villarreal,Villarreal,743348.2479999999,1116580.3719999995,1856812.62,,,,407360.0,27.3,27300000.0,1523940.3719999995,-95.909962007326,,,1.1165803719999996,0.40736,1.5239403719999995,,La Liga,-25.776059628,-95.909962007326,-94.41780083516484,5.582199164835163,Club-level TV audience proxy calibrated to league average,False,True,,670000.0,25460000.0,14.0,356440.0,16.0,18.0,458280.0,1099788.248,2315092.62,-26200211.752,-25776059.628,-24984907.38,-95.97147161904762,-94.41780083516484,-91.51980725274726,4.02852838095238,5.582199164835163,8.480192747252747,-25.776059628,38.0,Barlovento Comunicación / Kantar 2024/25,average unique viewers per match,True,,,,,,,,,,,,,,,,,,
Augsburg,Augsburg,132207.50400000002,198816.156,330013.86000000004,,,,115545.6,89.59,89590000.0,314361.756,-99.77808220113852,,,0.198816156,0.1155456,0.314361756,,Bundesliga,-89.275638244,-99.77808220113852,-99.64911066413664,0.3508893358633776,Club-level TV audience proxy calibrated to league average,False,True,,212400.0,7221600.0,14.0,101102.4,16.0,18.0,129988.8,233309.90400000004,460002.66,-89356690.096,-89275638.244,-89129997.34,-99.7395804174573,-99.64911066413664,-99.4865468690702,0.2604195825426945,0.3508893358633776,0.5134531309297913,-89.275638244,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Bayer Leverkusen,Bayer Leverkusen,2002000.0,3014000.0,4994000.0,,,,245724.8,103.75,103750000.0,3259724.8,-97.09493975903617,,,3.014,0.2457248,3.2597248,,Bundesliga,-100.4902752,-97.09493975903617,-96.85809657831324,3.1419034216867465,Club-level TV audience proxy calibrated to league average,False,True,,451700.0,15357800.0,14.0,215009.2,16.0,18.0,276440.39999999997,2217009.2,5270440.4,-101532990.8,-100490275.2,-98479559.6,-97.8631236626506,-96.85809657831324,-94.92005744578312,2.1368763373493977,3.1419034216867465,5.079942554216868,-100.4902752,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Bayern Munich,Bayern Munich,22739352.0,34231908.0,56725500.0,,,,483871.68,171.46,171460000.0,34715779.68,-80.03504724133909,,,34.231908,0.4838716799999999,34.71577968,,Bundesliga,-136.74422031999998,-80.03504724133909,-79.75284049924181,20.24715950075819,Club-level TV audience proxy calibrated to league average,False,True,,889470.0,30241980.0,14.0,423387.72,16.0,18.0,544355.64,23162739.72,57269855.64,-148297260.28,-136744220.32,-114190144.36,-86.49087850227458,-79.75284049924181,-66.59870778024029,13.509121497725417,20.24715950075819,33.40129221975971,-136.74422031999998,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Bochum,Bochum,62870.216,94847.624,156633.24,,,,115872.0,85.76518249511719,85765182.49511719,210719.624,-99.88941010647837,,,0.0948476239999999,0.115872,0.210719624,,Bundesliga,-85.5544628711172,-99.88941010647837,-99.75430633052989,0.2456936694701218,Club-level TV audience proxy calibrated to league average,False,True,,213000.0,7242000.0,14.0,101388.0,16.0,18.0,130356.0,164258.216,286989.24,-85600924.27911718,-85554462.87111719,-85478193.2551172,-99.80847913894505,-99.75430633052989,-99.66537791717948,0.1915208610549527,0.2456936694701218,0.3346220828205419,-85.5544628711172,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Borussia Dortmund,Borussia Dortmund,8071761.216,12145321.824,20141723.04,,,,396684.8,132.75,132750000.0,12542006.624,-90.85098167683616,,,12.145321824,0.3966848,12.542006624,,Bundesliga,-120.207993376,-90.85098167683616,-90.55216073521656,9.447839264783427,Club-level TV audience proxy calibrated to league average,False,True,,729200.0,24792800.0,14.0,347099.2,16.0,18.0,446270.4,8418860.416,20587993.44,-124331139.584,-120207993.376,-112162006.56,-93.65810891450094,-90.55216073521656,-84.49115371751412,6.341891085499057,9.447839264783427,15.508846282485877,-120.207993376,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Borussia Monchengladbach,Borussia Monchengladbach,469473.36,712489.04,1165404.4,,,,204816.0,86.22,86220000.0,917305.04,-99.17363832057526,,,0.71248904,0.204816,0.91730504,,Bundesliga,-85.30269496,-99.17363832057526,-98.93608786824402,1.0639121317559732,Club-level TV audience proxy calibrated to league average,False,True,,376500.0,12801000.0,14.0,179214.0,16.0,18.0,230418.0,648687.36,1395822.4,-85571312.64,-85302694.96,-84824177.6,-99.24763702157271,-98.93608786824402,-98.38109209000233,0.7523629784272791,1.0639121317559732,1.6189079099976804,-85.30269496,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Eintracht Frankfurt,Eintracht Frankfurt,545712.5360000001,822731.8040000001,1360118.34,,,,270640.0,87.48,87480000.0,1093371.804,-99.05952011431184,,,0.8227318040000001,0.27064,1.093371804,,Bundesliga,-86.38662819599999,-99.05952011431184,-98.75014654320988,1.2498534567901236,Club-level TV audience proxy calibrated to league average,False,True,,497500.0,16915000.0,14.0,236810.0,16.0,18.0,304470.0,782522.5360000001,1664588.34,-86697477.464,-86386628.196,-85815411.66,-99.1054840695016,-98.75014654320988,-98.09717839506172,0.8945159304983997,1.2498534567901236,1.902821604938272,-86.38662819599999,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Freiburg,Freiburg,177600.36,266813.64,443587.8000000001,,,,114131.2,91.23,91230000.0,380944.84,-99.70753738901676,,,0.26681364,0.1141312,0.38094484,,Bundesliga,-90.84905516,-99.70753738901676,-99.58243468157404,0.4175653184259564,Club-level TV audience proxy calibrated to league average,False,True,,209800.0,7133200.0,14.0,99864.8,16.0,18.0,128397.6,277465.16,571985.4000000001,-90952534.84,-90849055.16,-90658014.6,-99.69586193138224,-99.58243468157404,-99.3730292666886,0.3041380686177792,0.4175653184259564,0.6269707333114108,-90.84905516,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Heidenheim,Heidenheim,37015.944,55752.816000000006,92310.96,,,,121203.2,72.79,72790000.0,176956.016,-99.92340594037644,,,0.055752816,0.1212032,0.176956016,,Bundesliga,-72.613043984,-99.92340594037644,-99.756895155928,0.2431048440719879,Club-level TV audience proxy calibrated to league average,False,True,,222800.0,7575200.0,14.0,106052.8,16.0,18.0,136353.6,143068.744,228664.56,-72646931.256,-72613043.984,-72561335.44,-99.80345000137382,-99.756895155928,-99.6858571781838,0.1965499986261849,0.2431048440719879,0.3141428218161835,-72.613043984,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Hoffenheim,Hoffenheim,159691.472,240207.008,398558.88,,,,95580.8,51.82,51820000.0,335787.808,-99.53645888074102,,,0.240207008,0.0955808,0.335787808,,Bundesliga,-51.484212192,-99.53645888074102,-99.35201117715168,0.6479888228483212,Club-level TV audience proxy calibrated to league average,False,True,,175700.0,5973800.0,14.0,83633.2,16.0,18.0,107528.4,243324.672,506087.28,-51576675.328,-51484212.192,-51313912.72,-99.53044254727904,-99.35201117715168,-99.02337460439983,0.4695574527209572,0.6479888228483212,0.9766253956001544,-51.484212192,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Holstein Kiel,Holstein Kiel,38975.152,58755.128,97145.48,,,,118972.8,83.79499053955078,83794990.53955078,177727.928,-99.9298822905502,,,0.058755128,0.1189728,0.177727928,,Bundesliga,-83.61726261155077,-99.9298822905502,-99.78790148807748,0.2120985119225157,Club-level TV audience proxy calibrated to league average,False,True,,218700.0,7435800.0,14.0,104101.2,16.0,18.0,133844.4,143076.352,230989.88,-83651914.18755078,-83617262.61155078,-83564000.65955079,-99.82925428945246,-99.78790148807748,-99.72433927313236,0.1707457105475401,0.2120985119225157,0.2756607268676449,-83.61726261155077,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Mainz,Mainz,136792.472,205734.408,341435.48,,,,124630.4,100.65,100650000.0,330364.80799999996,-99.79559422950818,,,0.205734408,0.1246303999999999,0.3303648079999999,,Bundesliga,-100.319635192,-99.79559422950818,-99.6717686954794,0.3282313045206159,Club-level TV audience proxy calibrated to league average,False,True,,229100.0,7789400.0,14.0,109051.6,16.0,18.0,140209.19999999998,245844.072,481644.67999999993,-100404155.928,-100319635.192,-100168355.32,-99.75574359463486,-99.6717686954794,-99.52146579234972,0.2442564053651266,0.3282313045206159,0.4785342076502731,-100.319635192,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
RB Leipzig,RB Leipzig,679995.96,1024718.94,1695264.9,,,,194969.6,99.8,99800000.0,1219688.54,-98.97322751503006,,,1.02471894,0.1949696,1.21968854,,Bundesliga,-98.58031146,-98.97322751503006,-98.77786719438876,1.2221328056112224,Club-level TV audience proxy calibrated to league average,False,True,,358400.0,12185600.0,14.0,170598.4,16.0,18.0,219340.8,850594.36,1914605.7,-98949405.64,-98580311.46,-97885394.3,-99.14770104208417,-98.77786719438876,-98.08155741482966,0.8522989579158317,1.2221328056112224,1.9184425851703408,-98.58031146,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
St Pauli,St Pauli,173959.36800000002,261707.452,434130.02,,,,151068.8,75.67,75670000.0,412776.252,-99.65414635654815,,,0.261707452,0.1510687999999999,0.4127762519999999,,Bundesliga,-75.257223748,-99.65414635654815,-99.4545047548566,0.5454952451433858,Club-level TV audience proxy calibrated to league average,False,True,,277700.0,9441800.0,14.0,132185.19999999998,16.0,18.0,169952.4,306144.56799999997,604082.42,-75363855.432,-75257223.748,-75065917.58,-99.59542147746797,-99.4545047548566,-99.20168835734108,0.404578522532047,0.5454952451433858,0.7983116426589137,-75.257223748,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Stuttgart,Stuttgart,323818.488,487674.4319999999,807599.52,,,,219395.2,92.16,92160000.0,707069.632,-99.470839375,,,0.4876744319999999,0.2193952,0.707069632,,Bundesliga,-91.452930368,-99.470839375,-99.23278034722225,0.7672196527777777,Club-level TV audience proxy calibrated to league average,False,True,,403300.0,13712200.0,14.0,191970.8,16.0,18.0,246819.6,515789.28800000006,1054419.12,-91644210.712,-91452930.368,-91105580.88,-99.44033280381944,-99.23278034722225,-98.85588203125,0.5596671961805556,0.7672196527777777,1.14411796875,-91.452930368,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Union Berlin,Union Berlin,120693.336,182012.404,300760.94,,,,141331.2,73.69,73690000.0,323343.60400000005,-99.7530025729407,,,0.182012404,0.1413312,0.323343604,,Bundesliga,-73.366656396,-99.7530025729407,-99.56121101370606,0.4387889862939341,Club-level TV audience proxy calibrated to league average,False,True,,259800.0,8833200.0,14.0,123664.80000000002,16.0,18.0,158997.6,244358.136,459758.54,-73445641.864,-73366656.396,-73230241.46,-99.66839715565204,-99.56121101370606,-99.37609100284976,0.3316028443479441,0.4387889862939341,0.623908997150224,-73.366656396,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Werder Bremen,Werder Bremen,310644.80799999996,468806.21199999994,773773.02,,,,173536.0,94.08,94080000.0,642342.2119999999,-99.50169407738096,,,0.4688062119999999,0.173536,0.642342212,,Bundesliga,-93.437657788,-99.50169407738096,-99.31723829506804,0.6827617049319727,Club-level TV audience proxy calibrated to league average,False,True,,319000.0,10846000.0,14.0,151844.0,16.0,18.0,195228.0,462488.808,969001.02,-93617511.192,-93437657.788,-93110998.98,-99.50840900510204,-99.31723829506804,-98.97002442602042,0.4915909948979591,0.6827617049319727,1.0299755739795915,-93.437657788,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Wolfsburg,Wolfsburg,541171.336,813457.004,1351228.34,,,,111411.2,49.08,49080000.0,924868.204,-98.3425896414018,,,0.813457004,0.1114112,0.924868204,,Bundesliga,-48.155131796000006,-98.3425896414018,-98.11559045639773,1.8844095436022816,Club-level TV audience proxy calibrated to league average,False,True,,204800.0,6963200.0,14.0,97484.8,16.0,18.0,125337.6,638656.136,1476565.9400000002,-48441343.864,-48155131.796,-47603434.06,-98.69874462917684,-98.11559045639773,-96.99151193969033,1.301255370823146,1.8844095436022816,3.008488060309699,-48.155131796000006,34.0,SPORT BILD Bundesliga TV ratings 2024/25,average TV viewers per club match - all 34 matches,True,Sky + DAZN,,,,,,,,,,,,,,,,,
Angers,Angers,106703.152,160176.108,266636.49999999994,,,,71140.94403892943,25.26,25260000.0,231317.05203892945,-99.3658903087886,,,0.160176108,0.0711409440389294,0.2313170520389294,,Ligue 1,-25.02868294796107,-99.3658903087886,-99.08425553428768,0.9157444657123096,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,130773.79418920852,4446309.00243309,14.0,49798.660827250606,16.0,18.0,96040.27445255472,156501.8128272506,362676.77445255464,-25103498.18717275,-25028682.94796107,-24897323.225547444,-99.38043621208531,-99.08425553428768,-98.56422496257896,0.6195637879146896,0.9157444657123096,1.4357750374210398,-25.02868294796107,34.0,,,True,,19350.0,223495.0,13147.0,0.6794315245478036,0.470409331615858,104619.03535136682,3557047.201946472,130773.79418920852,4446309.00243309,156928.55302705022,5335570.802919707,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Auxerre,Auxerre,74878.064,112587.396,186924.86,,,,90009.77128953772,50.25,50250000.0,202597.16728953773,-99.77594548059702,,,0.1125873959999999,0.0900097712895377,0.2025971672895377,,Ligue 1,-50.04740283271046,-99.77594548059702,-99.59682155763277,0.4031784423672392,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,165459.1383998855,5625610.705596107,14.0,63006.839902676395,16.0,18.0,121513.19124087592,137884.9039026764,308438.0512408759,-50112115.09609732,-50047402.83271046,-49941561.94875912,-99.7256021812882,-99.59682155763277,-99.38619293285396,0.2743978187117938,0.4031784423672392,0.6138070671460217,-50.04740283271046,34.0,,,True,,18541.0,282785.0,16634.0,0.8971468637074591,0.5951767568341205,132367.31071990842,4500488.564476886,165459.1383998855,5625610.705596107,198550.9660798626,6750732.846715329,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Brest,Brest,259809.088,390417.632,648818.72,,,,78321.59610705596,62.75,62750000.0,468739.22810705594,-99.3778205067729,,,0.3904176319999999,0.0783215961070559,0.4687392281070559,,Ligue 1,-62.281260771892946,-99.3778205067729,-99.25300521417202,0.7469947858279775,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,143973.52225561757,4895099.756690998,14.0,54825.117274939184,16.0,18.0,105734.15474452556,314634.2052749392,754552.8747445255,-62435365.79472506,-62281260.77189294,-61995447.12525547,-99.4985909079284,-99.25300521417202,-98.79752529921193,0.5014090920716163,0.7469947858279775,1.2024747007880885,-62.281260771892946,34.0,,,True,,15220.0,246058.0,14474.0,0.9509855453350854,0.5178903678259625,115178.81780449409,3916079.805352798,143973.52225561757,4895099.756690998,172768.22670674112,5874119.7080291975,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
